SID,COHORT_YEAR,COHORT_TERM,STUDENT_TYPE,GRADUATION_YEAR,GRADUATION_TERM,COLLEGE_CODE,COLLEGE,DEPARTMENT_CODE,DEPARTMENT
OUAPHY6F6,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
S220JX67I,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
O6HRGPAPG,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
F0XN0VB12,2019,Spring,TRN,2022,Spring,BUS,Business,FIN,Finance
DZOR0JOAA,2018,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
AMTERWDXW,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
K94GHG3GT,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
0CDOIK67W,2018,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
A1BM18SHW,2018,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
CA9HO8F49,2018,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
3SP8BIFB4,2018,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
03VGLFS0U,2018,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
VEJW41FZ5,2020,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
SO257STG8,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
9453OZ0HC,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
L3AWV5JWR,2017,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
6S4PDKALQ,2020,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
WJ1EPIL18,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
K36LP56LG,2019,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
3L35Y2ORF,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
CVTK6NLA2,2020,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
I30EFQSCS,2018,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
O57U9IXJ8,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
7DX0N9FF9,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
QB6MUN8KI,2010,Fall,TRN,2012,Spring,BUS,Business,FIN,Finance
JXR398YA6,2013,Fall,TRN,2015,Spring,BUS,Business,FIN,Finance
Y3LD9L4U4,2010,Fall,TRN,2014,Spring,BUS,Business,FIN,Finance
LVA60C3QQ,2011,Fall,TRN,2013,Fall,BUS,Business,FIN,Finance
PVFXCJGM0,2011,Spring,TRN,2015,Fall,BUS,Business,FIN,Finance
LM864FEC0,2012,Spring,TRN,2017,Spring,BUS,Business,FIN,Finance
A4OE60LAO,2013,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
7R0JNO2W6,2011,Spring,TRN,2013,Fall,BUS,Business,FIN,Finance
VTRHY7FUA,2010,Fall,FYS,2015,Fall,BUS,Business,FIN,Finance
FQ95WWPTI,2012,Fall,TRN,2015,Spring,BUS,Business,FIN,Finance
F2SW7GU3S,2010,Fall,FYS,2014,Fall,BUS,Business,FIN,Finance
93YSF44P3,2012,Fall,TRN,2015,Spring,BUS,Business,FIN,Finance
UETRGLY97,2011,Fall,TRN,2013,Spring,BUS,Business,FIN,Finance
8IWXLUZB5,2012,Fall,FYS,2016,Spring,BUS,Business,FIN,Finance
TI78Z5T80,2012,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
SGUCUX979,2014,Spring,TRN,2016,Spring,BUS,Business,FIN,Finance
G0I8BJMVJ,2010,Fall,FYS,2015,Fall,BUS,Business,FIN,Finance
0UBA7A73Y,2013,Fall,TRN,2015,Fall,BUS,Business,FIN,Finance
4NGYZJHAE,2015,Spring,TRN,2016,Fall,BUS,Business,FIN,Finance
4OVJ7SETI,2014,Fall,TRN,2017,Spring,BUS,Business,FIN,Finance
EJEHCP4RX,2011,Fall,FYS,2016,Fall,BUS,Business,FIN,Finance
C8U9ETAIU,2012,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
C2HVG5XKM,2010,Fall,FYS,2014,Spring,BUS,Business,FIN,Finance
CGE00DD9L,2011,Fall,FYS,2015,Spring,BUS,Business,FIN,Finance
GXSZCQ9P5,2010,Fall,FYS,2015,Spring,BUS,Business,FIN,Finance
5DENAKB2E,2011,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
98USRLS9F,2014,Fall,TRN,2016,Spring,BUS,Business,FIN,Finance
1DPOICBQM,2012,Fall,TRN,2015,Spring,BUS,Business,FIN,Finance
NHZ40QGW3,2012,Fall,FYS,2016,Spring,BUS,Business,FIN,Finance
22MQKNOWB,2010,Fall,FYS,2015,Fall,BUS,Business,FIN,Finance
CY8P4JAH1,2012,Fall,TRN,2016,Fall,BUS,Business,FIN,Finance
RBM5Z3318,2010,Fall,TRN,2013,Spring,BUS,Business,FIN,Finance
IZBKM9E9C,2011,Fall,FYS,2015,Fall,BUS,Business,FIN,Finance
VK8MF5DMR,2012,Fall,TRN,2017,Spring,BUS,Business,FIN,Finance
UA6YKX190,2010,Fall,FYS,2015,Spring,BUS,Business,FIN,Finance
OCQZ43O5Q,2011,Spring,TRN,2013,Spring,BUS,Business,FIN,Finance
PAF918EBG,2013,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
FSCYLTTWN,2011,Fall,FYS,2016,Spring,BUS,Business,FIN,Finance
WGW3JELEH,2011,Fall,FYS,2015,Fall,BUS,Business,FIN,Finance
ZMHW22F7Z,2011,Spring,FYS,2015,Spring,BUS,Business,FIN,Finance
Z6Q3ES702,2011,Fall,TRN,2013,Spring,BUS,Business,FIN,Finance
OEAP8GH4K,2011,Spring,TRN,2013,Spring,BUS,Business,FIN,Finance
V8GV1H1MJ,2012,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
QPRDSTZFH,2010,Fall,TRN,2013,Spring,BUS,Business,FIN,Finance
PH08M6N2N,2011,Fall,FYS,2016,Spring,BUS,Business,FIN,Finance
CIE1WFG6R,2013,Fall,TRN,2015,Fall,BUS,Business,FIN,Finance
O3RNZ1RD9,2013,Fall,FYS,2017,Spring,BUS,Business,FIN,Finance
QBUXDQU4R,2015,Spring,TRN,2017,Spring,BUS,Business,FIN,Finance
XF2P8BJSN,2010,Fall,TRN,2012,Spring,BUS,Business,FIN,Finance
8TG5KKGUZ,2010,Fall,TRN,2012,Fall,BUS,Business,FIN,Finance
KDWZZDTX4,2012,Fall,TRN,2016,Spring,BUS,Business,FIN,Finance
HS7CY3APN,2011,Fall,TRN,2014,Spring,BUS,Business,FIN,Finance
7A48O5417,2013,Fall,FYS,2016,Fall,BUS,Business,FIN,Finance
O8ORASG9I,2014,Spring,TRN,2017,Spring,BUS,Business,FIN,Finance
5PBBXRSXV,2013,Spring,TRN,2014,Fall,BUS,Business,FIN,Finance
8DAM4UZX4,2013,Fall,TRN,2015,Fall,BUS,Business,FIN,Finance
0H4AP548V,2012,Fall,FYS,2016,Fall,BUS,Business,FIN,Finance
4M50C3CX8,2014,Spring,FYS,2017,Fall,BUS,Business,FIN,Finance
0SJDGAPXZ,2014,Fall,FYS,2018,Spring,BUS,Business,FIN,Finance
7TUZY563V,2016,Spring,TRN,2018,Spring,BUS,Business,FIN,Finance
KJPK8EGTP,2013,Fall,FYS,2017,Fall,BUS,Business,FIN,Finance
TQC01A6WL,2013,Fall,FYS,2018,Spring,BUS,Business,FIN,Finance
R6BWCGZCB,2015,Fall,TRN,2017,Fall,BUS,Business,FIN,Finance
0M1NN8KVL,2011,Spring,TRN,2018,Spring,BUS,Business,FIN,Finance
5E8VFOMHH,2013,Fall,TRN,2017,Fall,BUS,Business,FIN,Finance
6X7KO984P,2013,Fall,FYS,2018,Spring,BUS,Business,FIN,Finance
H2CI56ZYA,2016,Spring,TRN,2018,Spring,BUS,Business,FIN,Finance
VDND776ZH,2013,Fall,FYS,2017,Fall,BUS,Business,FIN,Finance
YUTCQW2NL,2015,Fall,TRN,2017,Fall,BUS,Business,FIN,Finance
HEC67TUCB,2013,Fall,FYS,2018,Spring,BUS,Business,FIN,Finance
GVRHL58Q5,2016,Fall,TRN,2018,Spring,BUS,Business,FIN,Finance
66M131619,2016,Spring,TRN,2017,Fall,BUS,Business,FIN,Finance
AM0KN78NA,2014,Fall,FYS,2018,Spring,BUS,Business,FIN,Finance
D8RY3D7TV,2016,Fall,TRN,2019,Spring,BUS,Business,FIN,Finance
D2H4LWBJG,2016,Fall,TRN,2019,Spring,BUS,Business,FIN,Finance
ZCE8ICPST,2013,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
4WDMTPCGK,2014,Fall,FYS,2018,Fall,BUS,Business,FIN,Finance
1XKY5TM8O,2014,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
DCE5VV58D,2015,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
SP2GYVB35,2015,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
T5J6CH4N0,2017,Fall,TRN,2019,Spring,BUS,Business,FIN,Finance
BTEF7KOUH,2016,Fall,TRN,2018,Fall,BUS,Business,FIN,Finance
HPZICL80L,2016,Fall,TRN,2018,Fall,BUS,Business,FIN,Finance
60U4XGTTN,2014,Fall,FYS,2018,Fall,BUS,Business,FIN,Finance
V1937JWPN,2015,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
YQR2DJLLV,2014,Fall,FYS,2019,Spring,BUS,Business,FIN,Finance
PZ43MHQM7,2014,Fall,FYS,2018,Fall,BUS,Business,FIN,Finance
K2ZCQQE89,2017,Fall,TRN,2019,Spring,BUS,Business,FIN,Finance
OVKM9RVFW,2017,Fall,TRN,2019,Spring,BUS,Business,FIN,Finance
80WT1XN1D,2015,Fall,FYS,2018,Fall,BUS,Business,FIN,Finance
C2UUI5755,2017,Spring,TRN,2019,Spring,BUS,Business,FIN,Finance
ZEVHEPO2E,2014,Fall,FYS,2018,Fall,BUS,Business,FIN,Finance
RLBHKONWS,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
A31N8OEGA,2018,Fall,TRN,2020,Spring,BUS,Business,FIN,Finance
RM6ZVL07S,2018,Fall,TRN,2020,Spring,BUS,Business,FIN,Finance
61MXZVNBC,2015,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
ORJ669R4W,2018,Fall,TRN,2020,Spring,BUS,Business,FIN,Finance
T6311PS14,2015,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
8UHAQS4L1,2018,Spring,TRN,2019,Fall,BUS,Business,FIN,Finance
7HIVMCYWH,2015,Fall,FYS,2019,Fall,BUS,Business,FIN,Finance
6DMBAZIDU,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
AU8GXRVUC,2010,Fall,FYS,2021,Spring,BUS,Business,FIN,Finance
BD1WJBBMC,2018,Fall,TRN,2020,Spring,BUS,Business,FIN,Finance
BME74058J,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
K7O3VP3GL,2018,Spring,TRN,2019,Fall,BUS,Business,FIN,Finance
DIHJALTDW,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
X3ABQAQHE,2018,Spring,TRN,2019,Fall,BUS,Business,FIN,Finance
QXRB0DIMV,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
7BPORGSX6,2018,Fall,TRN,2020,Spring,BUS,Business,FIN,Finance
QBROHHLFS,2016,Fall,FYS,2020,Spring,BUS,Business,FIN,Finance
2R0104351,2018,Fall,TRN,2020,Fall,BUS,Business,FIN,Finance
D16MXMOTJ,2017,Spring,FYS,2021,Spring,BUS,Business,FIN,Finance
P57DTERUU,2018,Fall,FYS,2021,Spring,BUS,Business,FIN,Finance
W83FIYG1E,2020,Spring,TRN,2020,Fall,BUS,Business,FIN,Finance
XZUGVBPI9,2018,Fall,TRN,2020,Fall,BUS,Business,FIN,Finance
GVRA5BYAS,2017,Fall,FYS,2021,Spring,BUS,Business,FIN,Finance
7J9RKOHMF,2017,Fall,FYS,2021,Spring,BUS,Business,FIN,Finance
OTA8J9FEV,2016,Fall,FYS,2020,Fall,BUS,Business,FIN,Finance
F6GZT7AJN,2019,Fall,TRN,2021,Spring,BUS,Business,FIN,Finance
T083A9851,2018,Fall,TRN,2020,Fall,BUS,Business,FIN,Finance
VFO7748FV,2018,Fall,TRN,2021,Spring,BUS,Business,FIN,Finance
S7ZB3GMIZ,2018,Fall,TRN,2020,Fall,BUS,Business,FIN,Finance
OXNQWQLYW,2019,Spring,TRN,2021,Spring,BUS,Business,FIN,Finance
39PY7LTDQ,2018,Fall,TRN,2021,Spring,BUS,Business,FIN,Finance
3VBJTPJIM,2019,Fall,TRN,2021,Spring,BUS,Business,FIN,Finance
JZRNWBK05,2019,Fall,TRN,2021,Spring,BUS,Business,FIN,Finance
YP99GUROQ,2018,Fall,TRN,2020,Fall,BUS,Business,FIN,Finance
I2AKNABFU,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
CIU2JUNUU,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
VHGT1X292,2020,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
E2GZDXJOJ,2020,Spring,TRN,2022,Spring,BUS,Business,FIN,Finance
87KO2ZNBG,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
FMPQFIAKD,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
5DB46DJ7R,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
UUQZP2I4K,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
9PW764U3O,2020,Spring,TRN,2022,Spring,BUS,Business,FIN,Finance
LE6U3SL31,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
UK9FP3NSU,2019,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
I4OL5SVMP,2020,Fall,TRN,2022,Spring,BUS,Business,FIN,Finance
YTW2LLVD3,2020,Spring,TRN,2021,Fall,BUS,Business,FIN,Finance
4LKRDF2CN,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
VWJLDG7RK,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
72LBCFSJM,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
QINBXER63,2019,Spring,TRN,2022,Spring,BUS,Business,FIN,Finance
0GKF8JFCA,2017,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
WG722P76N,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
Q78GWJDP1,2017,Fall,FYS,2021,Fall,BUS,Business,FIN,Finance
NIEI5FRZM,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
XJUV9Z4LV,2018,Fall,FYS,2022,Spring,BUS,Business,FIN,Finance
WS6AMC4LU,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
ZLBTHDTAV,2019,Spring,TRN,2022,Spring,BUS,Business,FIN,Finance
OANSRS1S7,2019,Fall,TRN,2021,Fall,BUS,Business,FIN,Finance
IV3EYNTLR,2010,Fall,FYS,2015,Spring,BUS,Business,CBA,Business
TLUMRR8Q0,2010,Fall,FYS,2014,Fall,BUS,Business,CBA,Business
8N9EWXD9X,2012,Fall,TRN,2014,Fall,BUS,Business,CBA,Business
S5NGOEMI9,2011,Fall,TRN,2014,Spring,BUS,Business,CBA,Business
SOJOXJK85,2010,Fall,TRN,2012,Fall,BUS,Business,CBA,Business
IQQD33L5X,2010,Fall,FYS,2014,Spring,BUS,Business,CBA,Business
GJYYE3672,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
6TNKPTEOU,2012,Fall,FYS,2017,Spring,BUS,Business,CBA,Business
P1CH5769C,2012,Fall,TRN,2014,Fall,BUS,Business,CBA,Business
V1D6HQYB7,2010,Fall,TRN,2012,Fall,BUS,Business,CBA,Business
04UJJPZVB,2010,Fall,TRN,2012,Fall,BUS,Business,CBA,Business
W4HSMLCLF,2010,Fall,FYS,2014,Spring,BUS,Business,CBA,Business
73TE0WOCI,2014,Fall,TRN,2016,Fall,BUS,Business,CBA,Business
E72MSW2BT,2011,Spring,FYS,2014,Fall,BUS,Business,CBA,Business
5PL2ILEMX,2012,Fall,FYS,2015,Fall,BUS,Business,CBA,Business
X27NCQKM1,2010,Fall,FYS,2014,Spring,BUS,Business,CBA,Business
LMR20N5KX,2016,Spring,TRN,2017,Fall,BUS,Business,CBA,Business
8OYQ0R76F,2012,Fall,FYS,2017,Fall,BUS,Business,CBA,Business
K81H0VZYP,2013,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
F9YRKYBKL,2017,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
MVMR7UL1K,2016,Spring,TRN,2017,Fall,BUS,Business,CBA,Business
6KF16HC6T,2016,Spring,TRN,2018,Spring,BUS,Business,CBA,Business
RNUN3CV20,2017,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
SE5651Y0A,2015,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
UXTFXKJGQ,2014,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
J0DGFFW1M,2013,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
PCT1YFAQO,2016,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
NU0H0ZBX4,2017,Spring,TRN,2019,Spring,BUS,Business,CBA,Business
GQR7IFJVB,2014,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
6ZP8XGZLW,2018,Fall,TRN,2020,Spring,BUS,Business,CBA,Business
K277N9LAQ,2018,Fall,TRN,2020,Spring,BUS,Business,CBA,Business
BW2ZE06G8,2013,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
URM1EPXBC,2015,Fall,FYS,2019,Fall,BUS,Business,CBA,Business
CNL2ICANT,2016,Fall,FYS,2020,Fall,BUS,Business,CBA,Business
AHII2F5SF,2015,Fall,FYS,2020,Fall,BUS,Business,CBA,Business
DOQJKM9RJ,2019,Spring,TRN,2021,Spring,BUS,Business,CBA,Business
S3I9L387L,2019,Spring,TRN,2021,Spring,BUS,Business,CBA,Business
V8BS3QYL9,2018,Fall,TRN,2020,Fall,BUS,Business,CBA,Business
CQARR717S,2017,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
6C5JNSYGJ,2019,Spring,TRN,2021,Spring,BUS,Business,CBA,Business
7EP9VNZ84,2018,Fall,FYS,2021,Fall,BUS,Business,CBA,Business
Y8PKA0JH0,2018,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
A3A2L3H59,2021,Spring,TRN,2022,Spring,BUS,Business,CBA,Business
IICTIQD98,2019,Spring,TRN,2022,Spring,BUS,Business,CBA,Business
N459FXSX6,2013,Fall,TRN,2015,Fall,BUS,Business,CBA,Business
03J4LF0VE,2010,Fall,TRN,2016,Spring,BUS,Business,CBA,Business
4IB6PQJ74,2011,Spring,TRN,2014,Spring,BUS,Business,CBA,Business
CCRNJ5ZI8,2011,Fall,FYS,2015,Fall,BUS,Business,CBA,Business
72QWH7C8X,2010,Fall,TRN,2013,Spring,BUS,Business,CBA,Business
Q4QH9HZP4,2010,Fall,FYS,2015,Fall,BUS,Business,CBA,Business
TH49OWDVB,2012,Fall,TRN,2015,Fall,BUS,Business,CBA,Business
ZY4V03GZY,2014,Fall,TRN,2016,Spring,BUS,Business,CBA,Business
UITYBJ6JU,2011,Fall,FYS,2015,Spring,BUS,Business,CBA,Business
EVVLWBV00,2014,Spring,TRN,2016,Spring,BUS,Business,CBA,Business
EKV3KYDWB,2014,Fall,TRN,2016,Fall,BUS,Business,CBA,Business
PLEHXAG71,2012,Fall,FYS,2016,Fall,BUS,Business,CBA,Business
81WG7NRP2,2011,Spring,TRN,2013,Fall,BUS,Business,CBA,Business
MK8AW0137,2011,Fall,TRN,2013,Fall,BUS,Business,CBA,Business
SFE4GGN60,2012,Fall,FYS,2016,Spring,BUS,Business,CBA,Business
KFLKJUUE5,2012,Spring,FYS,2015,Fall,BUS,Business,CBA,Business
HDJ2CA401,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
RFEUZXAQJ,2011,Fall,TRN,2014,Fall,BUS,Business,CBA,Business
Z6L8Y3GID,2013,Spring,FYS,2016,Fall,BUS,Business,CBA,Business
W2CAI1JYK,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
IJN9AQWOT,2015,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
5RUTVW2W5,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
S8WA05QCY,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
SZXKAHOJG,2017,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
9HJY4RTW4,2015,Spring,TRN,2017,Fall,BUS,Business,CBA,Business
XT9VK8VEU,2016,Fall,TRN,2018,Fall,BUS,Business,CBA,Business
BDLMB135X,2016,Fall,TRN,2018,Fall,BUS,Business,CBA,Business
QYBFRUI77,2017,Spring,TRN,2019,Spring,BUS,Business,CBA,Business
JVQ89B2VB,2017,Spring,TRN,2018,Fall,BUS,Business,CBA,Business
GRJP2SZ8A,2012,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
Y7RDYCRQ5,2016,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
0IGB8R0Z3,2016,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
9AYX2L7K1,2017,Fall,TRN,2019,Fall,BUS,Business,CBA,Business
WVVOBUEVZ,2013,Fall,FYS,2019,Fall,BUS,Business,CBA,Business
XD6GLW9QI,2016,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
A0VQ85YZA,2017,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
N2A285US8,2018,Fall,TRN,2021,Spring,BUS,Business,CBA,Business
ZHGQQ8RZJ,2018,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
25QLLVOVI,2019,Fall,TRN,2021,Fall,BUS,Business,CBA,Business
I3O8B1YQU,2018,Fall,FYS,2021,Fall,BUS,Business,CBA,Business
FRPLWFW81,2020,Fall,TRN,2022,Spring,BUS,Business,CBA,Business
3ZAF6DU69,2013,Fall,TRN,2016,Spring,BUS,Business,CBA,Business
RE4GKRC8O,2011,Spring,TRN,2012,Fall,BUS,Business,CBA,Business
5QYOSA8D7,2011,Spring,FYS,2015,Spring,BUS,Business,CBA,Business
TOHV7243T,2011,Fall,FYS,2016,Fall,BUS,Business,CBA,Business
S7JOC8J3K,2012,Fall,FYS,2017,Spring,BUS,Business,CBA,Business
CWUFH2EKA,2010,Fall,TRN,2013,Spring,BUS,Business,CBA,Business
QJOEUW69A,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
D7EUGKRI9,2015,Spring,TRN,2017,Spring,BUS,Business,CBA,Business
G3TIQ7NUF,2011,Fall,TRN,2013,Fall,BUS,Business,CBA,Business
L521MB7TT,2010,Fall,FYS,2015,Spring,BUS,Business,CBA,Business
8VNI8DO99,2014,Fall,TRN,2016,Spring,BUS,Business,CBA,Business
35ZJRQJEC,2012,Fall,FYS,2017,Spring,BUS,Business,CBA,Business
HA26W8QM1,2010,Fall,TRN,2013,Spring,BUS,Business,CBA,Business
N33HLSUWI,2011,Fall,FYS,2015,Fall,BUS,Business,CBA,Business
9Z6WQ0B80,2014,Spring,TRN,2015,Fall,BUS,Business,CBA,Business
6G04BAAJ6,2011,Fall,FYS,2015,Spring,BUS,Business,CBA,Business
SSTLSJ2XI,2014,Fall,TRN,2016,Fall,BUS,Business,CBA,Business
1T93LAKSY,2011,Fall,TRN,2013,Fall,BUS,Business,CBA,Business
4Z4YK9U1J,2014,Fall,TRN,2016,Fall,BUS,Business,CBA,Business
FNYWLW8XA,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
KA8S768PI,2013,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
QEI3G2SIN,2015,Fall,TRN,2018,Spring,BUS,Business,CBA,Business
E2NFB5J8U,2012,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
92ZUNG22Y,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
TLA2WVVPK,2014,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
8P4CBG2O1,2013,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
E7LYYYNMY,2014,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
ADWHKHXVH,2015,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
1F2EZ627L,2016,Fall,TRN,2018,Fall,BUS,Business,CBA,Business
RF9F0JBN7,2016,Spring,TRN,2019,Spring,BUS,Business,CBA,Business
PU081IS13,2014,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
LD4EWPC87,2014,Fall,FYS,2018,Fall,BUS,Business,CBA,Business
NLX85E344,2015,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
DU0UUH8I5,2015,Fall,FYS,2019,Fall,BUS,Business,CBA,Business
43718Y4W1,2015,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
CCCUFPMBN,2017,Fall,TRN,2019,Fall,BUS,Business,CBA,Business
IM9F4L8UE,2019,Fall,TRN,2021,Spring,BUS,Business,CBA,Business
GHQ659DLR,2016,Fall,FYS,2020,Fall,BUS,Business,CBA,Business
U95APRP6V,2020,Fall,TRN,2022,Spring,BUS,Business,CBA,Business
EP3P8RN8Q,2017,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
T1NWED3EH,2019,Fall,TRN,2021,Fall,BUS,Business,CBA,Business
RCGTG4U9A,2018,Fall,FYS,2021,Fall,BUS,Business,CBA,Business
TH42HKABH,2017,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
GXRVB1JJU,2020,Fall,TRN,2022,Spring,BUS,Business,CBA,Business
SXXUSNEHR,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
XFJE961IU,2014,Fall,TRN,2016,Fall,BUS,Business,CBA,Business
CEUAC1E1Q,2014,Fall,TRN,2017,Spring,BUS,Business,CBA,Business
LDRJFNETX,2011,Fall,FYS,2016,Fall,BUS,Business,CBA,Business
V1PP3S76Y,2011,Fall,TRN,2014,Fall,BUS,Business,CBA,Business
O2C7OY1FQ,2014,Spring,TRN,2016,Fall,BUS,Business,CBA,Business
W56P66GLO,2011,Fall,FYS,2016,Spring,BUS,Business,CBA,Business
QFPNA8U27,2013,Fall,TRN,2015,Fall,BUS,Business,CBA,Business
OWUYH07KG,2013,Fall,FYS,2017,Spring,BUS,Business,CBA,Business
6367FI6HU,2012,Fall,TRN,2015,Fall,BUS,Business,CBA,Business
TI0B05ZRO,2012,Fall,TRN,2016,Spring,BUS,Business,CBA,Business
766DL0CBD,2011,Fall,TRN,2014,Spring,BUS,Business,CBA,Business
MNC8Q3CZ9,2010,Fall,FYS,2014,Fall,BUS,Business,CBA,Business
TFZ0B92MF,2010,Fall,TRN,2013,Spring,BUS,Business,CBA,Business
48A5VVJ03,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
H077X059O,2013,Fall,TRN,2015,Spring,BUS,Business,CBA,Business
G3ICQNHYZ,2011,Fall,FYS,2015,Fall,BUS,Business,CBA,Business
IL1B7B2HQ,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
HXDZDI9X7,2014,Fall,FYS,2018,Spring,BUS,Business,CBA,Business
R3ASV9VER,2015,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
SIOMPUTS9,2014,Fall,TRN,2017,Fall,BUS,Business,CBA,Business
JQBODKNI8,2013,Fall,FYS,2017,Fall,BUS,Business,CBA,Business
LD5MCNJ9X,2014,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
COVOZUBYP,2016,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
1UBQQJZ6C,2014,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
